"","mature_mirna_id","target_symbol"
"75118","hsa-miR-138-1-3p","CSNK2A1"
"75119","hsa-miR-138-1-3p","CTBP1"
"75125","hsa-miR-138-1-3p","DAZ1"
"75131","hsa-miR-138-1-3p","DAZ4"
"75133","hsa-miR-138-1-3p","DCAF4L2"
"75134","hsa-miR-138-1-3p","DCAF5"
"75142","hsa-miR-138-1-3p","DDAH2"
"75152","hsa-miR-138-1-3p","DEK"
"75153","hsa-miR-138-1-3p","DENND5B"
"75154","hsa-miR-138-1-3p","DGKI"
"75158","hsa-miR-138-1-3p","DNMBP"
"75159","hsa-miR-138-1-3p","DOCK4"
"75160","hsa-miR-138-1-3p","DOCK7"
"75161","hsa-miR-138-1-3p","DONSON"
"75166","hsa-miR-138-1-3p","DSTN"
"75167","hsa-miR-138-1-3p","DTL"
"75169","hsa-miR-138-1-3p","DYNC1H1"
"75176","hsa-miR-138-1-3p","EIF4E2"
"75177","hsa-miR-138-1-3p","EIF4E3"
"75178","hsa-miR-138-1-3p","ELAVL1"
"75181","hsa-miR-138-1-3p","EMCN"
"75184","hsa-miR-138-1-3p","ENTR1"
"75186","hsa-miR-138-1-3p","EPHA4"
"75188","hsa-miR-138-1-3p","ERGIC1"
"75189","hsa-miR-138-1-3p","EVA1A"
"75190","hsa-miR-138-1-3p","EXO5"
"75191","hsa-miR-138-1-3p","EXOSC2"
"75193","hsa-miR-138-1-3p","FAM107B"
"75194","hsa-miR-138-1-3p","FAM135B"
"75196","hsa-miR-138-1-3p","FAM177A1"
"75209","hsa-miR-138-1-3p","FBXO38"
"75212","hsa-miR-138-1-3p","FEM1B"
"75218","hsa-miR-138-1-3p","FOXP1"
"75220","hsa-miR-138-1-3p","FREM1"
"75224","hsa-miR-138-1-3p","FZD9"
"75227","hsa-miR-138-1-3p","GAREM"
"75231","hsa-miR-138-1-3p","GGNBP2"
"75235","hsa-miR-138-1-3p","GNA13"
"75238","hsa-miR-138-1-3p","GNPNAT1"
"75239","hsa-miR-138-1-3p","GOLGA6L4"
"75240","hsa-miR-138-1-3p","GOPC"
"75241","hsa-miR-138-1-3p","GORASP1"
"75242","hsa-miR-138-1-3p","GOSR1"
"75244","hsa-miR-138-1-3p","GPATCH8"
"75250","hsa-miR-138-1-3p","GRAMD1B"
"75253","hsa-miR-138-1-3p","H1-5"
"75255","hsa-miR-138-1-3p","HACL1"
"75256","hsa-miR-138-1-3p","HAL"
"75259","hsa-miR-138-1-3p","HAUS3"
"75260","hsa-miR-138-1-3p","HDX"
"75263","hsa-miR-138-1-3p","HHLA1"
"75264","hsa-miR-138-1-3p","HIF1A"
"75272","hsa-miR-138-1-3p","HLA-DOB"
"75273","hsa-miR-138-1-3p","HLCS"
"75274","hsa-miR-138-1-3p","HOOK1"
"75281","hsa-miR-138-1-3p","ICK"
"75282","hsa-miR-138-1-3p","IER3IP1"
"75283","hsa-miR-138-1-3p","IGFBP4"
"75284","hsa-miR-138-1-3p","IKBIP"
"75285","hsa-miR-138-1-3p","IL6ST"
"75298","hsa-miR-138-1-3p","JHDM1D"
"75299","hsa-miR-138-1-3p","KANSL3"
"75312","hsa-miR-138-1-3p","LCA5"
"75315","hsa-miR-138-1-3p","LHX9"
"75316","hsa-miR-138-1-3p","LILRB1"
"75317","hsa-miR-138-1-3p","LILRB2"
"75325","hsa-miR-138-1-3p","LMTK2"
"75344","hsa-miR-138-1-3p","MAP1B"
"75349","hsa-miR-138-1-3p","MARCHF7"
"75354","hsa-miR-138-1-3p","MED12L"
"75355","hsa-miR-138-1-3p","MEIS1"
"75356","hsa-miR-138-1-3p","MEOX2"
"75359","hsa-miR-138-1-3p","METTL7A"
"75360","hsa-miR-138-1-3p","MGA"
"75363","hsa-miR-138-1-3p","MLLT11"
"75368","hsa-miR-138-1-3p","MRFAP1"
"75371","hsa-miR-138-1-3p","MRVI1"
"75373","hsa-miR-138-1-3p","MTA2"
"75375","hsa-miR-138-1-3p","MTSS2"
"75377","hsa-miR-138-1-3p","MUM1"
"75380","hsa-miR-138-1-3p","MYO6"
"75382","hsa-miR-138-1-3p","NAA11"
"75383","hsa-miR-138-1-3p","NAB1"
"75392","hsa-miR-138-1-3p","NFE2L2"
"75393","hsa-miR-138-1-3p","NIPA1"
"75401","hsa-miR-138-1-3p","NSUN4"
"75402","hsa-miR-138-1-3p","NT5E"
"75407","hsa-miR-138-1-3p","OTUD7B"
"75409","hsa-miR-138-1-3p","PAG1"
"75410","hsa-miR-138-1-3p","PAK5"
"75411","hsa-miR-138-1-3p","PARP16"
"75413","hsa-miR-138-1-3p","PASK"
"75415","hsa-miR-138-1-3p","PCP4L1"
"75419","hsa-miR-138-1-3p","PEX13"
"75420","hsa-miR-138-1-3p","PEX5L"
"75426","hsa-miR-138-1-3p","PHLDB2"
"75433","hsa-miR-138-1-3p","PNISR"
"75435","hsa-miR-138-1-3p","PNN"
"75436","hsa-miR-138-1-3p","PPM1A"
"75437","hsa-miR-138-1-3p","PPP1R15A"
"75443","hsa-miR-138-1-3p","PREPL"
"75448","hsa-miR-138-1-3p","PSIP1"
"75450","hsa-miR-138-1-3p","PSMF1"
"75453","hsa-miR-138-1-3p","PTPN13"
"75458","hsa-miR-138-1-3p","PURA"
"75459","hsa-miR-138-1-3p","PURB"
"75480","hsa-miR-138-1-3p","RBM41"
"75481","hsa-miR-138-1-3p","RELT"
"75483","hsa-miR-138-1-3p","RIF1"
"75484","hsa-miR-138-1-3p","RNF114"
"75485","hsa-miR-138-1-3p","RNF115"
"75490","hsa-miR-138-1-3p","RPL23A"
"75494","hsa-miR-138-1-3p","RSBN1"
"75503","hsa-miR-138-1-3p","SEC62"
"75514","hsa-miR-138-1-3p","SHISA2"
"75515","hsa-miR-138-1-3p","SHOC2"
"75530","hsa-miR-138-1-3p","SLC46A1"
"75531","hsa-miR-138-1-3p","SLC4A7"
"75548","hsa-miR-138-1-3p","SPTAN1"
"75551","hsa-miR-138-1-3p","SRRM2"
"75557","hsa-miR-138-1-3p","STK17B"
"75561","hsa-miR-138-1-3p","SYNE3"
"75567","hsa-miR-138-1-3p","TAOK1"
"75568","hsa-miR-138-1-3p","TAS2R4"
"75572","hsa-miR-138-1-3p","TDRD6"
"75573","hsa-miR-138-1-3p","TERF2IP"
"75577","hsa-miR-138-1-3p","TIAM2"
"75579","hsa-miR-138-1-3p","TLK2"
"75580","hsa-miR-138-1-3p","TMBIM4"
"75588","hsa-miR-138-1-3p","TMEM68"
"75592","hsa-miR-138-1-3p","TNFSF15"
"75593","hsa-miR-138-1-3p","TNPO1"
"75595","hsa-miR-138-1-3p","TPM3"
"75598","hsa-miR-138-1-3p","TRIM42"
"75600","hsa-miR-138-1-3p","TRIP12"
"75606","hsa-miR-138-1-3p","TTYH3"
"75610","hsa-miR-138-1-3p","UBR4"
"75611","hsa-miR-138-1-3p","UBXN4"
"75615","hsa-miR-138-1-3p","USP18"
"75617","hsa-miR-138-1-3p","USP4"
"75620","hsa-miR-138-1-3p","VAPB"
"75632","hsa-miR-138-1-3p","XRCC6BP1"
"75633","hsa-miR-138-1-3p","XRN1"
"75635","hsa-miR-138-1-3p","YY1"
"75638","hsa-miR-138-1-3p","ZEB2"
"75641","hsa-miR-138-1-3p","ZFP64"
"75646","hsa-miR-138-1-3p","ZNF224"
"75649","hsa-miR-138-1-3p","ZNF367"
"75652","hsa-miR-138-1-3p","ZNF527"
"75654","hsa-miR-138-1-3p","ZNF652"
"75656","hsa-miR-138-1-3p","ZNF660"
"75659","hsa-miR-138-1-3p","ZNF721"
"32","hsa-miR-138-5p","RHOC"
"33","hsa-miR-138-5p","ROCK2"
"113","hsa-miR-138-5p","EID1"
"114","hsa-miR-138-5p","FERMT2"
"115","hsa-miR-138-5p","RARA"
"116","hsa-miR-138-5p","RMND5A"
"117","hsa-miR-138-5p","SH2B3"
"118","hsa-miR-138-5p","SIRT1"
"328","hsa-miR-138-5p","AGO1"
"329","hsa-miR-138-5p","BAZ1B"
"330","hsa-miR-138-5p","CLNS1A"
"331","hsa-miR-138-5p","DESI2"
"332","hsa-miR-138-5p","EZH2"
"333","hsa-miR-138-5p","FEM1C"
"334","hsa-miR-138-5p","FOXC1"
"335","hsa-miR-138-5p","GNG2"
"336","hsa-miR-138-5p","JAZF1"
"337","hsa-miR-138-5p","RELN"
"339","hsa-miR-138-5p","SOX4"
"340","hsa-miR-138-5p","UPF2"
"341","hsa-miR-138-5p","ZEB2"
"342","hsa-miR-138-5p","ZNF385A"
"818","hsa-miR-138-5p","CCNE1"
"820","hsa-miR-138-5p","CSRP2"
"821","hsa-miR-138-5p","DNAJB6"
"822","hsa-miR-138-5p","EIF4EBP1"
"823","hsa-miR-138-5p","FOXP4"
"824","hsa-miR-138-5p","HK1"
"827","hsa-miR-138-5p","KLF11"
"829","hsa-miR-138-5p","MANEAL"
"830","hsa-miR-138-5p","MAST4"
"831","hsa-miR-138-5p","NEBL"
"832","hsa-miR-138-5p","NSFL1C"
"833","hsa-miR-138-5p","NSMF"
"836","hsa-miR-138-5p","PTP4A1"
"842","hsa-miR-138-5p","SOGA1"
"843","hsa-miR-138-5p","ST3GAL6"
"844","hsa-miR-138-5p","THAP11"
"845","hsa-miR-138-5p","TIPARP"
"846","hsa-miR-138-5p","TMOD2"
"850","hsa-miR-138-5p","UIMC1"
"852","hsa-miR-138-5p","VSTM2L"
"853","hsa-miR-138-5p","ZMYND11"
"1699","hsa-miR-138-5p","ARHGAP42"
"1700","hsa-miR-138-5p","ARHGEF3"
"1701","hsa-miR-138-5p","BNIP3L"
"1702","hsa-miR-138-5p","CAMK2N1"
"1703","hsa-miR-138-5p","CCND3"
"1704","hsa-miR-138-5p","CLIP1"
"1706","hsa-miR-138-5p","DEK"
"1707","hsa-miR-138-5p","DMKN"
"1710","hsa-miR-138-5p","ING1"
"1713","hsa-miR-138-5p","LENG8"
"1717","hsa-miR-138-5p","MXD1"
"1719","hsa-miR-138-5p","NEUROD1"
"1720","hsa-miR-138-5p","NFIB"
"1723","hsa-miR-138-5p","PDE7B"
"1724","hsa-miR-138-5p","PFN2"
"1731","hsa-miR-138-5p","PTK2"
"1734","hsa-miR-138-5p","SEMA4C"
"1735","hsa-miR-138-5p","SIN3A"
"1736","hsa-miR-138-5p","SLC16A2"
"1738","hsa-miR-138-5p","SOX9"
"1741","hsa-miR-138-5p","TRAM1"
"1744","hsa-miR-138-5p","VIM"
"1745","hsa-miR-138-5p","ZFP36L2"
"1747","hsa-miR-138-5p","ZNF607"
"3299","hsa-miR-138-5p","AGO2"
"3303","hsa-miR-138-5p","ARHGAP32"
"3313","hsa-miR-138-5p","CLK3"
"3317","hsa-miR-138-5p","DVL2"
"3320","hsa-miR-138-5p","EPB41L4B"
"3322","hsa-miR-138-5p","GNAI2"
"3323","hsa-miR-138-5p","GRID1"
"3324","hsa-miR-138-5p","GRSF1"
"3327","hsa-miR-138-5p","IGLON5"
"3328","hsa-miR-138-5p","IMPAD1"
"3330","hsa-miR-138-5p","KDELR2"
"3331","hsa-miR-138-5p","KDM5A"
"3334","hsa-miR-138-5p","KIAA1468"
"3336","hsa-miR-138-5p","KMT2C"
"3337","hsa-miR-138-5p","LAPTM4A"
"3339","hsa-miR-138-5p","LIN52"
"3340","hsa-miR-138-5p","MAP3K11"
"3341","hsa-miR-138-5p","MAT2A"
"3343","hsa-miR-138-5p","MINK1"
"3344","hsa-miR-138-5p","MYEF2"
"3347","hsa-miR-138-5p","PCGF3"
"3350","hsa-miR-138-5p","PPM1L"
"3351","hsa-miR-138-5p","PPP2R2C"
"3352","hsa-miR-138-5p","PTPN2"
"3354","hsa-miR-138-5p","RCN2"
"3355","hsa-miR-138-5p","RIMS3"
"3356","hsa-miR-138-5p","RRM1"
"3359","hsa-miR-138-5p","SENP1"
"3361","hsa-miR-138-5p","SMG7"
"3370","hsa-miR-138-5p","THRAP3"
"3372","hsa-miR-138-5p","TP53INP2"
"3373","hsa-miR-138-5p","TPM4"
"3376","hsa-miR-138-5p","USP33"
"3379","hsa-miR-138-5p","WWC1"
"6857","hsa-miR-138-5p","ADGRA2"
"6861","hsa-miR-138-5p","APH1A"
"6863","hsa-miR-138-5p","ARFGEF2"
"6864","hsa-miR-138-5p","ARL5B"
"6865","hsa-miR-138-5p","ARL6IP5"
"6867","hsa-miR-138-5p","BAG1"
"6868","hsa-miR-138-5p","BCL11A"
"6872","hsa-miR-138-5p","C7orf33"
"6874","hsa-miR-138-5p","CASP3"
"6878","hsa-miR-138-5p","CDK12"
"6881","hsa-miR-138-5p","CEP350"
"6882","hsa-miR-138-5p","CLN5"
"6885","hsa-miR-138-5p","CPEB4"
"6887","hsa-miR-138-5p","CTSH"
"6889","hsa-miR-138-5p","DDX3X"
"6890","hsa-miR-138-5p","DENND1A"
"6893","hsa-miR-138-5p","DOCK9"
"6897","hsa-miR-138-5p","EIF4EBP2"
"6899","hsa-miR-138-5p","ETF1"
"6901","hsa-miR-138-5p","FAM83D"
"6904","hsa-miR-138-5p","FOSL1"
"6905","hsa-miR-138-5p","FPGS"
"6906","hsa-miR-138-5p","FRMD4A"
"6908","hsa-miR-138-5p","GNAS"
"6909","hsa-miR-138-5p","GPATCH2L"
"6913","hsa-miR-138-5p","H2AX"
"6917","hsa-miR-138-5p","HIF1A"
"6919","hsa-miR-138-5p","HMGA1"
"6922","hsa-miR-138-5p","IL6R"
"6926","hsa-miR-138-5p","KLHL18"
"6928","hsa-miR-138-5p","KNTC1"
"6930","hsa-miR-138-5p","LMO3"
"6933","hsa-miR-138-5p","MDM1"
"6934","hsa-miR-138-5p","MEAF6"
"6935","hsa-miR-138-5p","MEX3A"
"6937","hsa-miR-138-5p","MICB"
"6943","hsa-miR-138-5p","N4BP1"
"6946","hsa-miR-138-5p","NCOA1"
"6948","hsa-miR-138-5p","NINJ1"
"6949","hsa-miR-138-5p","NKAIN1"
"6951","hsa-miR-138-5p","NR3C1"
"6957","hsa-miR-138-5p","PATL1"
"6960","hsa-miR-138-5p","PHKG2"
"6961","hsa-miR-138-5p","PLAGL2"
"6963","hsa-miR-138-5p","PLEKHM1"
"6964","hsa-miR-138-5p","PLXNB2"
"6965","hsa-miR-138-5p","POU2F2"
"6966","hsa-miR-138-5p","PPP1R10"
"6974","hsa-miR-138-5p","RHBDD1"
"6976","hsa-miR-138-5p","SEMA6A"
"6979","hsa-miR-138-5p","SLC20A1"
"6981","hsa-miR-138-5p","SLC7A6"
"6984","hsa-miR-138-5p","SMURF1"
"6988","hsa-miR-138-5p","SRM"
"6989","hsa-miR-138-5p","ST3GAL1"
"6993","hsa-miR-138-5p","SUMO1"
"6997","hsa-miR-138-5p","TCEAL8"
"6998","hsa-miR-138-5p","TET2"
"6999","hsa-miR-138-5p","TM9SF3"
"7000","hsa-miR-138-5p","TMED7"
"7001","hsa-miR-138-5p","TMEM38B"
"7003","hsa-miR-138-5p","TNRC6A"
"7009","hsa-miR-138-5p","UBE2V1"
"7014","hsa-miR-138-5p","WEE1"
"7015","hsa-miR-138-5p","YPEL4"
"16506","hsa-miR-138-5p","ADAM23"
"16507","hsa-miR-138-5p","ADAMTS5"
"16510","hsa-miR-138-5p","AHNAK"
"16514","hsa-miR-138-5p","AMOTL2"
"16518","hsa-miR-138-5p","APLP2"
"16529","hsa-miR-138-5p","ATXN2L"
"16531","hsa-miR-138-5p","BAZ2A"
"16533","hsa-miR-138-5p","BLCAP"
"16536","hsa-miR-138-5p","BMPR2"
"16537","hsa-miR-138-5p","C11orf74"
"16538","hsa-miR-138-5p","C12orf65"
"16540","hsa-miR-138-5p","C16orf87"
"16543","hsa-miR-138-5p","CASTOR2"
"16544","hsa-miR-138-5p","CBX2"
"16546","hsa-miR-138-5p","CCND1"
"16548","hsa-miR-138-5p","CD274"
"16549","hsa-miR-138-5p","CD44"
"16550","hsa-miR-138-5p","CDH2"
"16551","hsa-miR-138-5p","CDK6"
"16552","hsa-miR-138-5p","CELF1"
"16556","hsa-miR-138-5p","CHST14"
"16569","hsa-miR-138-5p","CRIM1"
"16570","hsa-miR-138-5p","CYB561D1"
"16572","hsa-miR-138-5p","DCP1B"
"16573","hsa-miR-138-5p","DCTN1"
"16579","hsa-miR-138-5p","DLX4"
"16580","hsa-miR-138-5p","DPP4"
"16581","hsa-miR-138-5p","DUSP16"
"16583","hsa-miR-138-5p","DYNLT1"
"16585","hsa-miR-138-5p","EED"
"16588","hsa-miR-138-5p","EIF4ENIF1"
"16589","hsa-miR-138-5p","EIF4G1"
"16591","hsa-miR-138-5p","EPAS1"
"16597","hsa-miR-138-5p","EYA1"
"16600","hsa-miR-138-5p","FAM63B"
"16605","hsa-miR-138-5p","FOXK2"
"16606","hsa-miR-138-5p","FOXP2"
"16607","hsa-miR-138-5p","FOXRED2"
"16612","hsa-miR-138-5p","GDAP1"
"16615","hsa-miR-138-5p","GLCCI1"
"16617","hsa-miR-138-5p","GM2A"
"16622","hsa-miR-138-5p","H2BC11"
"16623","hsa-miR-138-5p","H2BC12"
"16624","hsa-miR-138-5p","H3-3B"
"16625","hsa-miR-138-5p","HECA"
"16626","hsa-miR-138-5p","HIPK1"
"16627","hsa-miR-138-5p","HNRNPUL1"
"16633","hsa-miR-138-5p","IL1RAP"
"16639","hsa-miR-138-5p","IQGAP2"
"16642","hsa-miR-138-5p","IRS1"
"16653","hsa-miR-138-5p","LRCH1"
"16655","hsa-miR-138-5p","LRRC8A"
"16656","hsa-miR-138-5p","LRRK1"
"16657","hsa-miR-138-5p","LRRTM4"
"16658","hsa-miR-138-5p","LSM1"
"16661","hsa-miR-138-5p","MAML1"
"16662","hsa-miR-138-5p","MAP1B"
"16663","hsa-miR-138-5p","MAP2K7"
"16664","hsa-miR-138-5p","MAPK6"
"16669","hsa-miR-138-5p","MCM7"
"16676","hsa-miR-138-5p","MMP3"
"16688","hsa-miR-138-5p","NCL"
"16689","hsa-miR-138-5p","NDOR1"
"16692","hsa-miR-138-5p","NHSL1"
"16699","hsa-miR-138-5p","NPTXR"
"16700","hsa-miR-138-5p","NR1H4"
"16703","hsa-miR-138-5p","OAS3"
"16706","hsa-miR-138-5p","OSTM1"
"16708","hsa-miR-138-5p","PACSIN2"
"16709","hsa-miR-138-5p","PALLD"
"16710","hsa-miR-138-5p","PANX2"
"16713","hsa-miR-138-5p","PAXIP1"
"16715","hsa-miR-138-5p","PCDH9"
"16719","hsa-miR-138-5p","PDLIM5"
"16720","hsa-miR-138-5p","PEG10"
"16721","hsa-miR-138-5p","PHB"
"16724","hsa-miR-138-5p","PIK3R1"
"16727","hsa-miR-138-5p","PLEK2"
"16728","hsa-miR-138-5p","PLEKHB1"
"16729","hsa-miR-138-5p","PLEKHJ1"
"16731","hsa-miR-138-5p","PODXL2"
"16732","hsa-miR-138-5p","POGZ"
"16733","hsa-miR-138-5p","PPARA"
"16736","hsa-miR-138-5p","PRKACB"
"16738","hsa-miR-138-5p","PTBP3"
"16743","hsa-miR-138-5p","RAD23B"
"16745","hsa-miR-138-5p","RARB"
"16751","hsa-miR-138-5p","RDH8"
"16755","hsa-miR-138-5p","RIF1"
"16759","hsa-miR-138-5p","RPA1"
"16760","hsa-miR-138-5p","RPL28"
"16763","hsa-miR-138-5p","S100A1"
"16767","hsa-miR-138-5p","SEL1L"
"16770","hsa-miR-138-5p","SEPTIN11"
"16771","hsa-miR-138-5p","SERPINE1"
"16773","hsa-miR-138-5p","SESN3"
"16774","hsa-miR-138-5p","SETBP1"
"16778","hsa-miR-138-5p","SH2D3C"
"16782","hsa-miR-138-5p","SKP2"
"16784","hsa-miR-138-5p","SLC1A2"
"16790","hsa-miR-138-5p","SLC45A3"
"16796","hsa-miR-138-5p","SMARCD1"
"16799","hsa-miR-138-5p","SNAI2"
"16803","hsa-miR-138-5p","SP100"
"16809","hsa-miR-138-5p","STC2"
"16813","hsa-miR-138-5p","SUZ12"
"16817","hsa-miR-138-5p","TBL1X"
"16818","hsa-miR-138-5p","TBL3"
"16821","hsa-miR-138-5p","TENM2"
"16822","hsa-miR-138-5p","TERF2"
"16823","hsa-miR-138-5p","TERT"
"16826","hsa-miR-138-5p","TICRR"
"16827","hsa-miR-138-5p","TJP1"
"16830","hsa-miR-138-5p","TMEM154"
"16831","hsa-miR-138-5p","TMEM178B"
"16832","hsa-miR-138-5p","TMEM189-UBE2V1"
"16833","hsa-miR-138-5p","TMEM189"
"16835","hsa-miR-138-5p","TMEM237"
"16837","hsa-miR-138-5p","TNC"
"16844","hsa-miR-138-5p","TRIM14"
"16846","hsa-miR-138-5p","TSPAN14"
"16847","hsa-miR-138-5p","TUBB6"
"16855","hsa-miR-138-5p","VASH1"
"16856","hsa-miR-138-5p","VCAN"
"16859","hsa-miR-138-5p","VEGFA"
"16864","hsa-miR-138-5p","YAP1"
"16865","hsa-miR-138-5p","YPEL5"
"16872","hsa-miR-138-5p","ZIC2"
"16873","hsa-miR-138-5p","ZNF217"
"16878","hsa-miR-138-5p","ZSCAN18"
"53130","hsa-miR-138-5p",""
"53168","hsa-miR-138-5p","AAK1"
"53172","hsa-miR-138-5p","ABCD4"
"53175","hsa-miR-138-5p","AC005747.1"
"53179","hsa-miR-138-5p","ACAP3"
"53180","hsa-miR-138-5p","ACAT2"
"53181","hsa-miR-138-5p","ACD"
"53182","hsa-miR-138-5p","ACIN1"
"53184","hsa-miR-138-5p","ACTR1A"
"53187","hsa-miR-138-5p","ADAMTS1"
"53188","hsa-miR-138-5p","ADAMTS12"
"53194","hsa-miR-138-5p","ADAR"
"53200","hsa-miR-138-5p","AFTPH"
"53201","hsa-miR-138-5p","AGAP2"
"53204","hsa-miR-138-5p","AGPAT5"
"53207","hsa-miR-138-5p","AKAP12"
"53210","hsa-miR-138-5p","AKAP6"
"53211","hsa-miR-138-5p","AKR1B1"
"53212","hsa-miR-138-5p","AKR1B10"
"53213","hsa-miR-138-5p","AKR1C2"
"53214","hsa-miR-138-5p","AKT1"
"53216","hsa-miR-138-5p","AKT2"
"53218","hsa-miR-138-5p","AL662899.4"
"53219","hsa-miR-138-5p","ALDH18A1"
"53220","hsa-miR-138-5p","ALDH1B1"
"53221","hsa-miR-138-5p","ALG8"
"53222","hsa-miR-138-5p","ALMS1"
"53223","hsa-miR-138-5p","ALOX5AP"
"53227","hsa-miR-138-5p","ANKRD10"
"53235","hsa-miR-138-5p","ANKRD52"
"53237","hsa-miR-138-5p","ANLN"
"53239","hsa-miR-138-5p","ANP32A"
"53241","hsa-miR-138-5p","APBB1"
"53242","hsa-miR-138-5p","APC"
"53246","hsa-miR-138-5p","APOL1"
"53247","hsa-miR-138-5p","APOL2"
"53256","hsa-miR-138-5p","ARHGAP31"
"53262","hsa-miR-138-5p","ARHGEF28"
"53264","hsa-miR-138-5p","ARHGEF9"
"53265","hsa-miR-138-5p","ARID1A"
"53267","hsa-miR-138-5p","ARID3A"
"53268","hsa-miR-138-5p","ARID3B"
"53269","hsa-miR-138-5p","ARL14"
"53272","hsa-miR-138-5p","ARRDC4"
"53277","hsa-miR-138-5p","ASNS"
"53278","hsa-miR-138-5p","ASPM"
"53280","hsa-miR-138-5p","ATAD2"
"53283","hsa-miR-138-5p","ATF5"
"53289","hsa-miR-138-5p","ATP1A2"
"53293","hsa-miR-138-5p","ATP5MC2"
"53300","hsa-miR-138-5p","AURKA"
"53301","hsa-miR-138-5p","AUTS2"
"53302","hsa-miR-138-5p","AZIN1"
"53306","hsa-miR-138-5p","BAG4"
"53308","hsa-miR-138-5p","BBC3"
"53310","hsa-miR-138-5p","BBS12"
"53313","hsa-miR-138-5p","BCL2"
"53317","hsa-miR-138-5p","BHLHE40"
"53319","hsa-miR-138-5p","BIN1"
"53320","hsa-miR-138-5p","BIRC6"
"53321","hsa-miR-138-5p","BLM"
"53324","hsa-miR-138-5p","BNC1"
"53331","hsa-miR-138-5p","BRD4"
"53335","hsa-miR-138-5p","BRI3BP"
"53336","hsa-miR-138-5p","BRPF3"
"53339","hsa-miR-138-5p","BTBD19"
"53341","hsa-miR-138-5p","BTG2"
"53342","hsa-miR-138-5p","BUB1B"
"53353","hsa-miR-138-5p","C11orf24"
"53355","hsa-miR-138-5p","C12orf29"
"53358","hsa-miR-138-5p","C12orf49"
"53359","hsa-miR-138-5p","C14orf180"
"53363","hsa-miR-138-5p","C16orf96"
"53368","hsa-miR-138-5p","C19orf82"
"53369","hsa-miR-138-5p","C1D"
"53378","hsa-miR-138-5p","C21orf90"
"53384","hsa-miR-138-5p","C3orf52"
"53386","hsa-miR-138-5p","C4orf3"
"53388","hsa-miR-138-5p","C5orf22"
"53398","hsa-miR-138-5p","CABLES2"
"53399","hsa-miR-138-5p","CABYR"
"53405","hsa-miR-138-5p","CADM2"
"53410","hsa-miR-138-5p","CAND1"
"53412","hsa-miR-138-5p","CAPN2"
"53414","hsa-miR-138-5p","CAPN7"
"53417","hsa-miR-138-5p","CAPRIN2"
"53418","hsa-miR-138-5p","CASC3"
"53419","hsa-miR-138-5p","CASC4"
"53423","hsa-miR-138-5p","CBX5"
"53424","hsa-miR-138-5p","CBX6"
"53425","hsa-miR-138-5p","CBY1"
"53426","hsa-miR-138-5p","CCAR2"
"53440","hsa-miR-138-5p","CCL20"
"53442","hsa-miR-138-5p","CCN2"
"53443","hsa-miR-138-5p","CCNA2"
"53445","hsa-miR-138-5p","CCNG1"
"53446","hsa-miR-138-5p","CCNO"
"53448","hsa-miR-138-5p","CCP110"
"53449","hsa-miR-138-5p","CCSAP"
"53452","hsa-miR-138-5p","CD55"
"53454","hsa-miR-138-5p","CDA"
"53456","hsa-miR-138-5p","CDC42BPB"
"53457","hsa-miR-138-5p","CDC45"
"53458","hsa-miR-138-5p","CDC5L"
"53459","hsa-miR-138-5p","CDC7"
"53460","hsa-miR-138-5p","CDCA2"
"53461","hsa-miR-138-5p","CDCA4"
"53462","hsa-miR-138-5p","CDCA7L"
"53463","hsa-miR-138-5p","CDCP1"
"53464","hsa-miR-138-5p","CDH1"
"53465","hsa-miR-138-5p","CDH11"
"53468","hsa-miR-138-5p","CDK16"
"53471","hsa-miR-138-5p","CDK7"
"53472","hsa-miR-138-5p","CDKN3"
"53473","hsa-miR-138-5p","CDS1"
"53474","hsa-miR-138-5p","CDT1"
"53475","hsa-miR-138-5p","CDV3"
"53476","hsa-miR-138-5p","CEACAM1"
"53477","hsa-miR-138-5p","CEBPA"
"53478","hsa-miR-138-5p","CEBPG"
"53480","hsa-miR-138-5p","CENPF"
"53481","hsa-miR-138-5p","CENPH"
"53482","hsa-miR-138-5p","CENPI"
"53484","hsa-miR-138-5p","CENPO"
"53493","hsa-miR-138-5p","CHD4"
"53495","hsa-miR-138-5p","CHD9"
"53496","hsa-miR-138-5p","CHERP"
"53500","hsa-miR-138-5p","CHMP1B"
"53501","hsa-miR-138-5p","CHRNB2"
"53506","hsa-miR-138-5p","CHURC1"
"53508","hsa-miR-138-5p","CIPC"
"53509","hsa-miR-138-5p","CIRBP"
"53510","hsa-miR-138-5p","CITED4"
"53513","hsa-miR-138-5p","CLDN1"
"53516","hsa-miR-138-5p","CLDND1"
"53517","hsa-miR-138-5p","CLEC2B"
"53521","hsa-miR-138-5p","CLSTN1"
"53522","hsa-miR-138-5p","CLTRN"
"53527","hsa-miR-138-5p","CNOT3"
"53529","hsa-miR-138-5p","CNOT9"
"53532","hsa-miR-138-5p","CNTN6"
"53535","hsa-miR-138-5p","COL12A1"
"53537","hsa-miR-138-5p","COL4A1"
"53539","hsa-miR-138-5p","COMMD10"
"53540","hsa-miR-138-5p","COPA"
"53546","hsa-miR-138-5p","COX7A2L"
"53547","hsa-miR-138-5p","COX7C"
"53554","hsa-miR-138-5p","CRB2"
"53557","hsa-miR-138-5p","CREBBP"
"53558","hsa-miR-138-5p","CRKL"
"53559","hsa-miR-138-5p","CRYBA1"
